author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,finish_type,living_meters,kitchen_meters,district,street,house_number,underground,residential_complex,price_per_m2
Level Group,developer,Москва,sale,flat,6,45,1,31.0,18784194.0,2027,"Монолитно-кирпичный, монолитный, кирпичный","Без отделки, предчистовая","11,3 м²",-1,Даниловский,,к15,Серпуховская,Павелецкая Сити ЖК,605941.7419354839
NF GROUP,real_estate_agent,Москва,sale,flat,4,4,5,396.0,975744000.0,2024,-1,-1,-1,20 м²,Таганский, Солянка,7,Китай-город,Дом с Атлантами,2464000.0
Whitewill,real_estate_agent,Москва,sale,flat,17,27,4,173.0,89000000.0,-1,-1,-1,110 м²,35 м²,Ломоносовский,Нахимовский проспект,73,Профсоюзная,Versis,514450.8670520231
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,5,5,3,152.0,103000000.0,1914,-1,-1,80 м²,18 м²,Красносельский,переулок Даев,31С2,Сухаревская,,677631.5789473684
NF GROUP,real_estate_agent,Москва,sale,flat,5,6,3,106.4,105000000.0,2013,-1,-1,-1,10 м²,Хамовники,Комсомольский проспект,9А,Парк Культуры,Николаевский дом,986842.1052631579
NF GROUP,real_estate_agent,Москва,sale,flat,3,9,4,130.0,205000000.0,2021,-1,-1,-1,10 м²,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE,1576923.076923077
5 ДОНСКОЙ,developer,Москва,sale,flat,12,75,3,96.05,51091300.0,2026,Монолитный,Предчистовая,-1,-1,Донской,5-й Донской проезд,вл21к6,Площадь Гагарина,Five Towers,531923.9979177512
NF GROUP,real_estate_agent,Москва,sale,flat,5,5,-1,261.4,370000000.0,2021,-1,-1,-1,20 м²,Замоскворечье,Большая Татарская ,вл13с16,Новокузнецкая,Bogenhouse,1415455.2410099467
ID 12947114,unknown,Москва,sale,flat,4,30,5,192.0,200000000.0,-1,-1,-1,-1,20 м²,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской,1041666.6666666666
MR Group,developer,Москва,sale,flat,3,7,1,78.34,195850000.0,2026,Монолитно-кирпичный,"Предчистовая, чистовая","19,1 м²","29,7 м²",Арбат,Крестовоздвиженский переулок,4,Арбатская,LUCE,2500000.0
NF GROUP,real_estate_agent,Москва,sale,flat,3,17,5,227.2,200000000.0,2006,-1,-1,-1,20 м²,Раменки,Мосфильмовская ,70к7,Минская,Воробьевы Горы,880281.6901408451
Whitewill,real_estate_agent,Москва,sale,flat,7,7,-1,444.0,721775999.0,-1,-1,-1,251 м²,"51,8 м²",Хамовники,переулок 1-й Тружеников,17А,Фрунзенская,Дом в Хамовниках,1625621.6193693695
NF GROUP,real_estate_agent,Москва,sale,flat,20,20,-1,457.1,562370129.0,2012,-1,-1,-1,-1,Гагаринский, Косыгина,13к1,Воробьёвы горы,Фамильный дом Воробьево,1230299.9978122949
Sminex,developer,Москва,sale,flat,3,6,1,78.7,193940000.0,2026,Монолитный,Без отделки,"15,7 м²","33,2 м²",Басманный,Потаповский переулок,5С4,Чистые пруды,Исторический дом ,2464294.790343075
NF GROUP,real_estate_agent,Москва,sale,flat,11,11,-1,342.4,825000000.0,2020,-1,-1,-1,20 м²,Хамовники, Усачева,11И,Спортивная,Садовые кварталы,2409462.61682243
BARNES International Realty,real_estate_agent,Москва,sale,flat,2,11,3,103.0,62900000.0,1956,-1,-1,-1,7 м²,Арбат,Смоленская набережная,2А,Смоленская,,610679.6116504854
Tekta Group,developer,Москва,sale,flat,15,34,1,29.7,17904913.0,2023,Монолитный,"Без отделки, предчистовая",15 м²,-1,Обручевский, Архитектора Власова,71к2,Воронцовская,Ever,602859.0235690236
NF GROUP,real_estate_agent,Москва,sale,flat,9,9,-1,427.5,855000000.0,2020,-1,-1,-1,20 м²,Раменки,Мосфильмовская ,1Б,Ломоносовский проспект,Вишневый сад,2000000.0
Аврора Проперти,real_estate_agent,Москва,sale,flat,4,18,4,207.1,81000000.0,-1,-1,-1,-1,"28,6 м²",Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово,391115.40318686626
Intermark Real Estate,real_estate_agent,Москва,sale,flat,5,5,4,92.0,95000000.0,1909,-1,-1,53 м²,6 м²,Тверской, Петровка,17С3,Театральная,,1032608.695652174
Sminex,developer,Москва,sale,flat,2,22,2,99.7,92780000.0,2026,Монолитный,Без отделки,"31,4 м²","23,2 м²",Пресненский,,,Улица 1905 года,Лайф Тайм ЖК,930591.775325978
NF GROUP,real_estate_agent,Москва,sale,flat,6,18,4,163.6,80700000.0,2005,-1,-1,-1,25 м²,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово,493276.28361858195
3SGroup,developer,Москва,sale,flat,2,33,1,36.8,12348583.0,2027,-1,Без отделки,"16,8 м²","9,6 м²",Текстильщики,Юго-Восточный ао,,Новохохловская,Voice Towers,335559.32065217395
NF GROUP,real_estate_agent,Москва,sale,flat,7,17,4,161.5,59700000.0,1998,-1,-1,-1,15 м²,Раменки,Мичуринский проспект,19К1,Раменки,,369659.44272445823
BARNES International Realty,real_estate_agent,Москва,sale,flat,3,4,3,124.0,130000000.0,1900,-1,-1,-1,20 м²,Тверской, Петровка,28,Чеховская,,1048387.0967741936
ID 128482753,developer,Москва,sale,flat,2,16,2,56.47,19708030.0,2026,Монолитный,Чистовая,-1,-1,Даниловский,Автозаводская ,24К1,Тульская,Дом на набережной INSIDER,349000.0
NF GROUP,real_estate_agent,Москва,sale,flat,6,16,4,111.9,97000000.0,2008,-1,-1,-1,10 м²,Хамовники,Ружейный переулок,3,Смоленская,Смоленская Застава,866845.3976764969
BARNES International Realty,real_estate_agent,Москва,sale,flat,5,6,-1,344.5,295000000.0,1914,-1,-1,-1,20 м²,Арбат,Поварская ,26,Арбатская,,856313.4978229317
РГ-Девелопмент,developer,Москва,sale,flat,2,15,1,36.6,14821170.0,2026,"Монолитно-кирпичный, монолитный","Без отделки, чистовая","13,5 м²","12,4 м²",Головинский,Михалковская ,48,Коптево,Михалковский,404950.0
NF GROUP,real_estate_agent,Москва,sale,flat,6,20,4,100.0,69800000.0,2022,-1,-1,-1,10 м²,Можайский, Петра Алексеева,14,Давыдково,Кутузов Град,698000.0
Intermark Real Estate,real_estate_agent,Москва,sale,flat,5,5,3,151.6,103000000.0,1914,-1,-1,94 м²,18 м²,Красносельский,переулок Даев,31С2,Сухаревская,,679419.525065963
Whitewill,real_estate_agent,Москва,sale,flat,9,57,4,250.0,160000000.0,-1,-1,-1,100 м²,30 м²,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас,640000.0
NF GROUP,real_estate_agent,Москва,sale,flat,4,13,2,68.9,95000000.0,2017,-1,-1,-1,10 м²,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом,1378809.869375907
Whitewill,real_estate_agent,Москва,sale,flat,2,14,4,130.4,80000000.0,2021,-1,-1,78 м²,14 м²,Раменки,проспект Генерала Дорохова,39к1Г,Поклонная,Собрание клубных домов West Garden,613496.9325153374
Sense Development,developer,Москва,sale,flat,13,13,2,140.9,99873000.0,2024,Монолитный,Предчистовая,"121,3 м²",-1,Даниловский, Даниловский Вал,1А,Тульская,Logos,708821.8594748048
Среда,developer,Москва,sale,flat,9,13,1,35.6,16775645.0,2027,Монолитный,Предчистовая,"21,2 м²","5,5 м²",Очаково-Матвеевское,Очаково мкр,к5.1,Аминьевская,Среда на Лобачевского ЖК,471225.9831460674
Whitewill,real_estate_agent,Москва,sale,flat,2,16,3,99.0,158700000.0,-1,-1,-1,60 м²,14 м²,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом,1603030.303030303
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,6,7,5,248.0,189750000.0,1997,-1,-1,200 м²,16 м²,Тверской,Тверская ,28к1,Маяковская,,765120.9677419355
Sminex,developer,Москва,sale,flat,3,6,3,170.9,412260000.0,2026,Монолитный,Без отделки,"52,5 м²","45,2 м²",Басманный,Потаповский переулок,5С4,Чистые пруды,Исторический дом ,2412287.8876535986
Whitewill,real_estate_agent,Москва,sale,flat,5,12,4,211.0,248000000.0,-1,-1,-1,120 м²,30 м²,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река,1175355.4502369668
Whitewill,real_estate_agent,Москва,sale,flat,7,12,5,350.0,350000000.0,-1,-1,-1,126 м²,44 м²,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река,1000000.0
ID 129511878,developer,Москва,sale,flat,7,35,2,45.8,24107600.0,2028,Монолитно-кирпичный,Черновая,32 м²,-1,Можайский,,к5,Давыдково,Родина Парк ЖК,526366.8122270743
Whitewill,real_estate_agent,Москва,sale,flat,4,4,-1,244.1,350000000.0,-1,-1,-1,124 м²,15 м²,Раменки,Минская ,2Вк6,Минская,Снегири Эко,1433838.5907414993
Hutton Development,developer,Москва,sale,flat,8,17,3,142.1,95207000.0,2024,"Монолитно-кирпичный, монолитный","Предчистовая, черновая, чистовая","92,3 м²","8,2 м²",Гагаринский,Ленинский проспект,38Ак1,Ленинский проспект,Lunar,670000.0
Whitewill,real_estate_agent,Москва,sale,flat,57,79,4,250.0,550000000.0,2019,-1,-1,190 м²,50 м²,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,2200000.0
Absolute Premium,developer,Москва,sale,flat,9,18,1,49.8,71874000.0,2026,Монолитный,"Без отделки, предчистовая","11,3 м²",-1,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК,1443253.0120481928
3SGroup,developer,Москва,sale,flat,5,33,2,44.4,15182047.0,2027,-1,Без отделки,"28,7 м²","7,4 м²",Текстильщики,Юго-Восточный ао,,Новохохловская,Voice Towers,341937.9954954955
TOUCH,developer,Москва,sale,flat,4,27,2,65.91,47782000.0,2027,Монолитный,Черновая,44 м²,"6,8 м²",Крылатское,Крылатская ,23,Крылатское,Дом Горизонтов,724958.2764375664
Аврора Проперти,real_estate_agent,Москва,sale,flat,2,3,1,50.4,24000000.0,2018,-1,-1,-1,"13,2 м²",Даниловский,Павелецкая набережная,8Б,Пролетарская,Резиденции Композиторов,476190.4761904762
Галс-Девелопмент,developer,Москва,sale,flat,2,6,3,174.55,247088250.0,2025,Монолитно-кирпичный,Без отделки,"109,3 м²",-1,Замоскворечье,Космодамианская набережная,4/22С9,Новокузнецкая,Клубный дом Космо 4/22,1415572.9017473503
Аврора Проперти,real_estate_agent,Москва,sale,flat,2,3,1,34.1,25000000.0,2018,-1,-1,-1,5 м²,Даниловский,Павелецкая набережная,8Б,Пролетарская,Резиденции Композиторов,733137.8299120234
Kalinka Group,real_estate_agent,Москва,sale,flat,37,37,5,187.2,175000000.0,-1,-1,-1,-1,15 м²,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк,934829.0598290599
Kalinka Group,real_estate_agent,Москва,sale,flat,15,16,3,124.7,205000000.0,-1,-1,-1,-1,20 м²,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом,1643945.469125902
Трансстройинвест,developer,Москва,sale,flat,2,8,2,63.7,106828722.0,2026,Монолитный,Без отделки,-1,"26,8 м²",Мещанский,Большой Кисельный переулок,11/2с2,Тургеневская,Frank's house,1677060.0
Kalinka Group,real_estate_agent,Москва,sale,flat,2,19,3,186.0,220000000.0,2013,-1,-1,120 м²,25 м²,Раменки,Ломоносовский проспект,25к5,Университет,Dominion,1182795.6989247312
